age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,duration,y
18,blue-collar,divorced,secondary,no,-500.0,no,yes,telephone,6,-1,2,failure,48.0,no
21,housemaid,married,tertiary,no,2969.0,no,no,cellular,4,-1,2,unknown,107.0,no
75,blue-collar,married,secondary,no,3969.0,yes,no,cellular,6,-1,0,success,103.0,yes
54,blue-collar,married,secondary,no,-500.0,yes,no,cellular,2,-1,1,unknown,117.0,no
67,blue-collar,married,primary,no,1390.0,yes,no,unknown,1,-1,0,other,86.0,no
19,blue-collar,married,tertiary,no,2764.0,yes,no,cellular,2,30,0,failure,72.0,no
19,technician,married,primary,no,-500.0,no,no,cellular,5,30,0,unknown,161.0,no
70,retired,married,tertiary,no,501.0,yes,no,telephone,2,-1,0,unknown,226.0,no
24,admin.,single,primary,no,2408.0,yes,no,telephone,1,-1,0,other,582.0,yes
27,technician,married,tertiary,no,459.0,no,no,cellular,6,30,0,failure,40.0,no
50,technician,single,secondary,no,745.0,yes,no,cellular,4,-1,0,unknown,180.0,no
55,technician,married,secondary,no,1797.0,yes,no,unknown,1,90,2,other,232.0,no
32,technician,single,secondary,no,-500.0,yes,yes,cellular,2,-1,0,unknown,37.0,no
45,unemployed,single,primary,no,-500.0,yes,no,unknown,3,-1,0,unknown,253.0,no
59,self-employed,divorced,primary,no,2243.0,no,no,unknown,2,-1,0,unknown,192.0,no
45,technician,married,primary,no,3108.0,no,no,cellular,3,60,1,unknown,99.0,no
41,technician,married,secondary,no,2117.0,no,no,telephone,3,30,0,unknown,274.0,no
22,blue-collar,divorced,secondary,no,3850.0,no,no,unknown,2,-1,1,unknown,554.0,no
46,technician,single,secondary,no,2155.0,yes,yes,cellular,2,-1,0,unknown,53.0,no
67,technician,married,secondary,no,4725.0,yes,no,cellular,3,120,0,unknown,70.0,no
56,student,single,tertiary,yes,1518.0,no,no,cellular,2,-1,1,unknown,124.0,no
73,technician,single,tertiary,no,1855.0,yes,yes,unknown,3,-1,1,unknown,165.0,no
25,entrepreneur,married,secondary,no,2126.0,yes,no,telephone,4,-1,1,unknown,267.0,no
18,entrepreneur,single,secondary,no,270.0,no,yes,cellular,3,-1,0,success,19.0,no
51,services,single,tertiary,no,3.0,yes,no,cellular,3,60,1,unknown,407.0,no
29,services,married,tertiary,no,-220.0,yes,yes,cellular,3,-1,0,unknown,324.0,no
54,technician,married,tertiary,no,400.0,yes,no,cellular,4,-1,1,unknown,369.0,no
74,technician,married,secondary,no,5127.0,no,no,cellular,3,-1,0,failure,231.0,no
38,services,married,secondary,no,4679.0,yes,no,cellular,2,-1,1,unknown,165.0,no
52,technician,married,tertiary,no,810.0,no,no,cellular,5,-1,0,unknown,145.0,no
60,blue-collar,single,secondary,no,643.0,yes,no,telephone,1,30,3,unknown,48.0,no
27,technician,married,secondary,no,-500.0,no,no,unknown,4,-1,1,success,196.0,no
73,admin.,single,tertiary,no,-390.0,no,no,unknown,5,-1,0,unknown,76.0,no
30,retired,single,tertiary,no,-57.0,no,no,cellular,3,-1,1,success,21.0,no
68,admin.,single,primary,no,609.0,yes,no,cellular,4,60,0,unknown,227.0,no
58,retired,married,primary,no,375.0,no,no,cellular,3,-1,2,failure,106.0,no
26,entrepreneur,married,tertiary,no,1787.0,no,yes,cellular,6,-1,1,unknown,497.0,no
62,admin.,single,secondary,no,2795.0,yes,yes,cellular,3,365,0,unknown,231.0,no
30,services,married,tertiary,no,90.0,yes,no,unknown,5,-1,0,unknown,134.0,no
55,services,married,primary,no,3986.0,yes,no,cellular,3,-1,0,unknown,369.0,no
77,blue-collar,married,secondary,no,2022.0,yes,yes,cellular,4,60,2,unknown,269.0,yes
77,services,married,tertiary,no,2999.0,yes,no,cellular,4,-1,0,unknown,40.0,no
72,blue-collar,single,tertiary,no,609.0,yes,no,cellular,3,-1,1,unknown,49.0,no
48,blue-collar,married,secondary,no,2384.0,no,no,cellular,1,-1,1,unknown,260.0,yes
52,blue-collar,married,primary,no,2216.0,no,no,cellular,2,60,1,unknown,127.0,no
36,self-employed,married,secondary,no,4042.0,no,no,unknown,3,180,0,unknown,468.0,yes
75,student,married,secondary,no,2575.0,yes,no,cellular,3,-1,1,unknown,249.0,no
47,self-employed,married,tertiary,no,2937.0,yes,no,cellular,5,-1,0,unknown,93.0,no
65,technician,single,secondary,no,448.0,no,yes,unknown,4,30,0,unknown,81.0,no
40,self-employed,divorced,tertiary,no,3553.0,yes,yes,telephone,4,-1,0,success,334.0,no
63,technician,divorced,tertiary,no,-500.0,no,yes,telephone,2,-1,0,success,39.0,no
31,technician,married,secondary,no,369.0,yes,no,unknown,4,-1,2,unknown,229.0,no
63,entrepreneur,married,primary,no,1906.0,no,no,cellular,4,-1,0,unknown,273.0,yes
20,blue-collar,married,tertiary,no,-500.0,yes,no,unknown,4,-1,0,failure,49.0,no
24,blue-collar,single,primary,no,-262.0,yes,yes,cellular,2,-1,0,failure,52.0,no
39,self-employed,single,tertiary,no,-261.0,no,no,cellular,6,-1,1,success,284.0,no
47,retired,single,secondary,no,2082.0,yes,no,cellular,4,-1,1,unknown,187.0,no
62,blue-collar,married,secondary,no,1114.0,yes,no,unknown,2,120,0,unknown,266.0,no
40,technician,married,secondary,no,3135.0,yes,no,cellular,4,-1,0,unknown,112.0,no
19,technician,divorced,secondary,no,4785.0,no,no,cellular,4,-1,0,unknown,91.0,no
38,blue-collar,married,tertiary,no,1887.0,no,yes,cellular,2,60,0,other,331.0,yes
45,blue-collar,single,secondary,no,479.0,no,yes,cellular,3,60,1,failure,376.0,no
51,blue-collar,single,secondary,no,2063.0,yes,no,unknown,3,365,0,success,273.0,no
57,entrepreneur,married,secondary,no,-212.0,yes,no,telephone,5,-1,0,success,260.0,no
33,technician,divorced,secondary,no,1285.0,no,yes,cellular,4,90,1,unknown,28.0,no
55,self-employed,single,tertiary,no,5832.0,yes,no,cellular,2,-1,1,unknown,160.0,no
57,admin.,single,tertiary,no,1034.0,no,no,unknown,2,-1,0,unknown,126.0,no
66,management,married,secondary,no,1945.0,yes,no,cellular,4,-1,0,success,257.0,no
50,admin.,married,tertiary,no,1109.0,yes,no,cellular,5,-1,0,unknown,105.0,no
68,housemaid,single,secondary,no,663.0,yes,no,cellular,1,-1,1,unknown,610.0,no
31,housemaid,married,primary,no,2266.0,yes,yes,cellular,3,-1,1,unknown,66.0,no
62,services,married,primary,no,-500.0,no,no,unknown,5,-1,0,unknown,139.0,no
20,retired,married,tertiary,no,1101.0,yes,no,telephone,3,-1,0,unknown,49.0,no
24,technician,married,secondary,no,-500.0,yes,no,cellular,2,-1,0,unknown,52.0,no
71,admin.,single,tertiary,no,4180.0,yes,no,telephone,1,-1,0,unknown,121.0,no
47,student,married,secondary,no,3177.0,yes,no,telephone,4,120,0,unknown,339.0,no
56,admin.,married,primary,no,17.0,yes,no,cellular,3,-1,0,unknown,345.0,no
55,blue-collar,married,secondary,no,-500.0,yes,no,cellular,2,-1,1,unknown,196.0,no
61,technician,married,secondary,no,2283.0,yes,no,cellular,7,30,0,success,174.0,no
33,services,married,secondary,no,1321.0,yes,no,unknown,2,-1,0,unknown,361.0,no
29,blue-collar,married,tertiary,no,5439.0,yes,yes,unknown,1,-1,2,other,236.0,yes
20,management,married,secondary,no,3923.0,no,no,unknown,6,180,0,unknown,116.0,no
71,services,married,secondary,no,2543.0,yes,no,cellular,3,-1,0,failure,87.0,no
31,technician,single,tertiary,no,449.0,yes,no,cellular,4,-1,0,unknown,86.0,no
53,services,married,secondary,no,929.0,yes,no,cellular,2,30,1,unknown,239.0,no
46,admin.,married,tertiary,no,1944.0,no,no,unknown,2,90,0,unknown,197.0,no
28,management,married,secondary,no,2039.0,no,no,telephone,5,-1,1,unknown,223.0,no
43,blue-collar,single,secondary,no,126.0,yes,no,unknown,4,-1,0,unknown,94.0,no
23,admin.,married,secondary,no,-500.0,yes,no,cellular,4,-1,0,unknown,7.0,no
28,self-employed,married,primary,no,4871.0,yes,yes,cellular,3,30,0,unknown,39.0,no
26,student,single,secondary,no,1461.0,no,no,unknown,3,60,0,unknown,167.0,no
69,admin.,single,secondary,no,2164.0,no,no,cellular,4,180,1,other,73.0,no
53,technician,married,secondary,no,-143.0,yes,no,cellular,2,120,0,unknown,141.0,no
75,services,single,secondary,no,3859.0,yes,yes,cellular,6,30,1,success,75.0,no
45,student,single,primary,no,3272.0,no,no,cellular,4,60,1,unknown,163.0,yes
30,blue-collar,married,secondary,no,1509.0,no,no,unknown,4,-1,0,failure,221.0,yes
55,entrepreneur,divorced,tertiary,no,1778.0,yes,no,telephone,3,365,0,unknown,306.0,no
75,blue-collar,married,secondary,no,1913.0,no,no,unknown,2,-1,0,failure,207.0,no
51,blue-collar,single,secondary,no,1577.0,no,no,cellular,4,-1,1,unknown,123.0,no
19,blue-collar,divorced,primary,no,2404.0,yes,no,cellular,3,30,0,unknown,93.0,yes
36,blue-collar,divorced,secondary,no,2078.0,yes,no,cellular,4,-1,0,unknown,170.0,no
75,blue-collar,married,secondary,no,1083.0,no,no,cellular,4,-1,1,unknown,399.0,yes
50,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,4,-1,0,other,219.0,no
77,technician,married,secondary,no,1354.0,yes,no,cellular,5,-1,1,success,252.0,no
49,technician,married,secondary,no,2750.0,yes,no,cellular,6,-1,1,other,149.0,no
18,blue-collar,single,secondary,no,2610.0,no,no,cellular,3,-1,0,failure,182.0,no
72,technician,married,secondary,no,3762.0,yes,no,unknown,4,-1,0,unknown,211.0,no
65,blue-collar,single,tertiary,no,3953.0,no,no,cellular,1,-1,1,unknown,31.0,no
62,housemaid,married,secondary,no,2663.0,no,no,cellular,3,-1,0,unknown,179.0,no
78,technician,married,tertiary,no,1737.0,yes,no,unknown,3,30,0,other,16.0,no
30,management,married,secondary,no,2018.0,no,no,unknown,3,-1,0,unknown,365.0,no
74,blue-collar,married,primary,no,366.0,no,no,cellular,4,-1,0,unknown,340.0,no
32,entrepreneur,married,primary,no,2839.0,yes,no,cellular,5,-1,0,unknown,240.0,no
78,management,married,primary,no,3783.0,no,no,cellular,3,-1,1,failure,77.0,no
29,self-employed,divorced,secondary,no,3275.0,yes,no,unknown,2,-1,1,unknown,287.0,no
52,housemaid,single,primary,no,2401.0,yes,no,cellular,3,-1,2,unknown,251.0,no
66,management,single,primary,no,967.0,yes,no,cellular,4,-1,0,unknown,382.0,no
22,blue-collar,married,primary,no,759.0,yes,no,unknown,3,-1,1,success,228.0,no
22,retired,married,primary,no,1112.0,yes,no,telephone,2,60,0,failure,311.0,no
70,blue-collar,single,secondary,no,86.0,yes,no,cellular,1,-1,0,unknown,195.0,no
21,technician,married,tertiary,no,1894.0,yes,no,telephone,1,-1,1,unknown,72.0,no
56,student,married,secondary,no,-500.0,no,no,cellular,4,90,2,unknown,221.0,no
76,housemaid,divorced,primary,no,430.0,yes,yes,unknown,4,-1,3,failure,232.0,no
56,student,married,secondary,no,1523.0,no,no,cellular,7,-1,0,failure,223.0,no
47,admin.,divorced,secondary,no,5903.0,yes,no,cellular,3,180,1,unknown,68.0,no
43,blue-collar,married,secondary,no,1408.0,yes,no,cellular,4,-1,1,unknown,337.0,no
57,management,married,secondary,no,1474.0,yes,no,unknown,6,-1,0,unknown,239.0,no
53,management,married,secondary,no,-100.0,yes,no,cellular,5,120,2,other,178.0,no
49,student,divorced,secondary,no,4495.0,no,yes,cellular,3,365,2,unknown,21.0,no
27,technician,single,tertiary,no,-64.0,yes,no,unknown,5,-1,0,success,178.0,no
59,entrepreneur,single,secondary,no,5059.0,no,yes,cellular,3,60,2,unknown,214.0,no
63,blue-collar,married,primary,no,68.0,no,no,cellular,4,-1,1,success,308.0,no
61,self-employed,single,primary,no,3095.0,yes,no,cellular,3,-1,0,unknown,457.0,no
22,blue-collar,married,tertiary,no,1298.0,no,no,cellular,3,-1,0,unknown,203.0,no
61,blue-collar,married,tertiary,no,388.0,no,no,cellular,4,180,0,unknown,35.0,no
63,technician,single,secondary,no,3217.0,no,no,cellular,4,180,2,other,168.0,no
29,technician,single,tertiary,no,3791.0,no,no,unknown,7,30,0,unknown,314.0,no
70,technician,single,secondary,yes,1066.0,yes,no,unknown,3,-1,0,unknown,554.0,no
50,blue-collar,married,primary,no,1356.0,yes,no,cellular,4,-1,0,unknown,43.0,no
47,admin.,single,tertiary,no,657.0,no,no,telephone,3,-1,0,success,118.0,no
62,management,married,secondary,no,1803.0,yes,no,unknown,2,-1,0,unknown,279.0,yes
49,technician,divorced,secondary,no,-500.0,yes,no,cellular,7,-1,0,unknown,243.0,no
51,blue-collar,married,secondary,no,-500.0,yes,no,unknown,3,-1,0,success,227.0,no
37,blue-collar,married,primary,no,-500.0,yes,no,cellular,3,-1,0,unknown,206.0,no
75,admin.,married,primary,no,1002.0,no,no,cellular,7,-1,1,unknown,126.0,no
78,student,married,secondary,no,-500.0,yes,no,unknown,6,-1,0,unknown,260.0,no
26,technician,married,secondary,no,1188.0,no,no,cellular,7,-1,2,success,238.0,no
63,services,single,secondary,no,478.0,yes,no,cellular,4,30,1,unknown,279.0,no
19,admin.,single,primary,no,129.0,no,no,cellular,2,90,1,unknown,198.0,no
40,services,married,secondary,no,232.0,yes,no,cellular,2,120,1,unknown,623.0,yes
78,management,married,tertiary,no,3141.0,no,yes,cellular,5,-1,1,success,58.0,no
28,blue-collar,single,tertiary,no,1824.0,yes,no,cellular,2,-1,2,unknown,80.0,no
41,blue-collar,divorced,tertiary,no,4217.0,yes,no,cellular,7,-1,0,success,157.0,no
31,management,married,secondary,no,1586.0,yes,no,unknown,1,-1,0,failure,112.0,no
63,blue-collar,divorced,secondary,no,-500.0,yes,no,unknown,2,60,0,success,323.0,no
46,technician,married,secondary,no,-479.0,no,no,unknown,4,120,0,unknown,82.0,no
54,management,single,primary,no,1607.0,no,yes,cellular,2,90,2,failure,49.0,no
76,entrepreneur,single,primary,no,1836.0,yes,no,telephone,4,-1,2,other,154.0,no
50,services,married,tertiary,no,345.0,yes,no,unknown,2,-1,0,unknown,39.0,no
63,services,married,secondary,no,-32.0,yes,no,cellular,3,60,0,unknown,251.0,no
24,admin.,single,primary,no,306.0,yes,no,telephone,4,-1,0,failure,303.0,no
31,self-employed,married,secondary,no,1140.0,yes,no,cellular,1,-1,0,unknown,120.0,no
76,blue-collar,married,secondary,no,1312.0,yes,yes,telephone,5,365,0,unknown,279.0,no
71,entrepreneur,married,secondary,no,-500.0,yes,no,cellular,7,-1,1,other,333.0,no
58,services,single,secondary,no,1843.0,yes,no,cellular,5,60,0,unknown,369.0,no
41,retired,married,tertiary,no,1827.0,yes,yes,unknown,4,-1,0,success,18.0,no
30,entrepreneur,married,tertiary,no,1202.0,yes,no,cellular,4,-1,0,unknown,246.0,no
70,blue-collar,divorced,tertiary,no,156.0,no,no,unknown,3,-1,1,unknown,217.0,no
66,management,single,secondary,no,2609.0,yes,no,telephone,3,180,1,unknown,221.0,no
32,blue-collar,married,secondary,no,3783.0,yes,no,cellular,2,-1,0,unknown,370.0,yes
54,technician,married,tertiary,no,593.0,no,no,telephone,2,-1,1,unknown,458.0,no
56,retired,married,secondary,no,269.0,yes,yes,unknown,3,60,0,failure,212.0,no
47,technician,married,tertiary,no,2239.0,yes,no,cellular,5,-1,2,unknown,144.0,no
75,entrepreneur,married,tertiary,no,-500.0,yes,no,telephone,3,-1,0,unknown,315.0,no
25,technician,married,secondary,no,-500.0,yes,yes,unknown,2,-1,0,failure,283.0,no
33,admin.,married,secondary,no,232.0,no,no,cellular,4,-1,0,unknown,171.0,no
23,blue-collar,single,secondary,no,1957.0,yes,no,unknown,3,-1,0,unknown,159.0,no
60,admin.,married,secondary,no,-185.0,no,no,cellular,5,-1,1,unknown,132.0,no
57,admin.,married,tertiary,no,1366.0,yes,yes,telephone,4,-1,1,unknown,105.0,no
79,technician,single,primary,no,-500.0,yes,no,cellular,6,-1,0,unknown,99.0,no
51,services,married,secondary,no,2510.0,no,yes,cellular,2,180,0,unknown,194.0,no
27,self-employed,single,secondary,no,3993.0,no,yes,cellular,3,120,0,unknown,136.0,no
45,retired,married,secondary,no,-238.0,yes,no,unknown,2,-1,0,unknown,178.0,no
23,retired,married,tertiary,no,2199.0,yes,no,unknown,5,-1,0,unknown,88.0,no
59,services,married,secondary,no,1025.0,yes,no,unknown,3,60,0,unknown,210.0,no
59,technician,married,secondary,yes,1591.0,yes,no,unknown,2,-1,0,unknown,252.0,no
71,self-employed,single,secondary,no,957.0,no,no,telephone,3,-1,0,unknown,258.0,no
39,student,married,secondary,no,854.0,no,no,cellular,3,-1,1,success,77.0,no
37,blue-collar,married,tertiary,no,-100.0,no,no,unknown,5,-1,0,unknown,190.0,no
22,technician,married,primary,no,-500.0,yes,no,cellular,8,-1,1,success,178.0,no
43,admin.,married,primary,no,3379.0,no,no,unknown,3,-1,1,unknown,146.0,no
47,entrepreneur,married,tertiary,no,-500.0,yes,no,telephone,2,-1,0,unknown,162.0,no
64,technician,married,secondary,no,1366.0,yes,no,cellular,2,365,2,unknown,236.0,no
64,blue-collar,married,secondary,no,1285.0,yes,no,telephone,2,-1,0,success,250.0,no
26,blue-collar,single,secondary,no,1316.0,no,no,cellular,3,-1,0,unknown,253.0,no
35,blue-collar,single,secondary,no,2597.0,no,no,cellular,2,365,2,unknown,87.0,no
49,management,married,primary,no,733.0,yes,yes,cellular,5,-1,0,unknown,439.0,no
38,technician,divorced,secondary,no,2575.0,no,no,unknown,3,-1,0,failure,301.0,no
19,technician,married,primary,no,4975.0,yes,no,cellular,4,-1,0,unknown,75.0,no
70,management,married,tertiary,no,1126.0,no,no,unknown,2,-1,1,unknown,87.0,no
63,technician,single,secondary,no,-500.0,yes,no,unknown,6,-1,1,unknown,116.0,no
50,services,single,tertiary,no,1143.0,yes,yes,telephone,4,-1,1,unknown,257.0,no
37,technician,married,tertiary,no,967.0,yes,no,cellular,4,-1,3,failure,107.0,no
70,blue-collar,divorced,tertiary,no,2124.0,yes,no,cellular,4,-1,0,unknown,30.0,no
20,management,divorced,secondary,no,-500.0,no,no,unknown,1,-1,0,unknown,379.0,no
45,admin.,married,primary,no,1984.0,no,no,cellular,2,-1,1,unknown,103.0,no
67,admin.,married,tertiary,no,641.0,yes,no,telephone,2,-1,0,unknown,413.0,no
77,services,single,tertiary,no,2845.0,yes,no,cellular,3,-1,1,success,306.0,yes
33,blue-collar,divorced,tertiary,no,467.0,no,no,unknown,5,-1,0,unknown,532.0,no
58,retired,married,tertiary,no,2962.0,yes,no,unknown,5,365,1,failure,239.0,no
29,services,married,secondary,no,-500.0,yes,no,unknown,5,60,1,unknown,133.0,no
25,admin.,single,secondary,no,1432.0,no,no,cellular,3,-1,0,failure,237.0,no
39,management,married,tertiary,no,-349.0,yes,no,telephone,2,60,0,unknown,468.0,no
72,services,single,primary,no,521.0,yes,yes,cellular,3,-1,1,unknown,117.0,no
60,technician,married,tertiary,no,6296.0,no,no,cellular,1,-1,0,failure,182.0,no
48,blue-collar,single,tertiary,no,-309.0,yes,no,cellular,3,120,0,failure,122.0,no
35,technician,married,secondary,no,729.0,yes,yes,cellular,6,-1,0,other,247.0,no
26,technician,married,secondary,no,-500.0,yes,no,cellular,1,-1,0,unknown,88.0,no
34,services,single,secondary,no,847.0,no,no,cellular,2,-1,0,failure,123.0,no
27,entrepreneur,married,tertiary,no,1130.0,no,no,telephone,1,60,3,unknown,71.0,no
29,services,married,primary,no,78.0,yes,no,telephone,4,-1,0,unknown,410.0,no
60,technician,married,secondary,no,4237.0,no,yes,cellular,3,-1,0,unknown,578.0,no
26,blue-collar,single,secondary,no,3479.0,yes,no,unknown,2,-1,1,unknown,306.0,yes
20,unemployed,married,tertiary,no,-304.0,no,yes,cellular,4,-1,0,unknown,294.0,no
51,technician,single,secondary,no,2870.0,yes,no,cellular,3,-1,0,unknown,138.0,no
35,management,married,secondary,yes,536.0,no,no,unknown,2,-1,0,unknown,64.0,no
46,services,single,primary,no,-500.0,yes,no,telephone,3,-1,1,unknown,46.0,no
26,retired,married,secondary,no,108.0,no,no,cellular,5,-1,3,success,509.0,no
31,student,married,tertiary,no,-500.0,yes,no,unknown,4,30,0,unknown,141.0,no
45,technician,married,secondary,no,3094.0,no,no,telephone,5,-1,0,unknown,195.0,no
60,admin.,married,secondary,no,-178.0,no,no,cellular,6,120,1,unknown,246.0,no
43,admin.,single,secondary,no,3719.0,no,yes,telephone,1,-1,1,other,249.0,yes
51,blue-collar,single,secondary,no,1654.0,yes,no,cellular,2,-1,0,unknown,240.0,no
50,technician,single,secondary,no,674.0,no,no,cellular,3,-1,0,unknown,133.0,no
34,entrepreneur,single,tertiary,no,496.0,yes,no,cellular,2,-1,0,success,289.0,no
35,technician,single,secondary,no,4555.0,no,yes,cellular,3,-1,0,unknown,177.0,no
44,management,divorced,secondary,no,1419.0,yes,no,cellular,1,-1,2,unknown,214.0,no
19,blue-collar,single,secondary,no,492.0,no,no,cellular,3,-1,4,unknown,67.0,no
60,technician,married,tertiary,no,2936.0,no,no,telephone,4,-1,1,other,140.0,no
56,retired,married,secondary,no,2454.0,yes,no,cellular,2,-1,0,unknown,87.0,no
36,blue-collar,married,primary,no,-379.0,no,no,cellular,4,-1,1,unknown,49.0,no
41,admin.,single,secondary,no,1409.0,yes,no,telephone,3,-1,0,unknown,132.0,no
38,admin.,married,tertiary,no,-500.0,yes,no,unknown,3,-1,0,unknown,163.0,no
58,blue-collar,married,tertiary,no,1340.0,yes,no,cellular,4,180,0,unknown,63.0,no
65,blue-collar,single,secondary,no,1966.0,no,no,cellular,6,180,2,unknown,154.0,no
24,self-employed,married,secondary,no,2206.0,no,no,telephone,2,-1,2,unknown,219.0,no
43,blue-collar,married,secondary,no,-399.0,no,no,telephone,1,-1,0,success,19.0,no
18,admin.,single,tertiary,no,71.0,no,no,cellular,5,-1,1,unknown,204.0,no
46,blue-collar,married,secondary,no,1845.0,yes,no,unknown,1,-1,1,unknown,157.0,no
33,housemaid,married,tertiary,no,3651.0,yes,no,telephone,2,-1,0,success,54.0,yes
38,unemployed,married,tertiary,no,1566.0,yes,no,telephone,3,-1,0,other,344.0,no
46,entrepreneur,married,secondary,no,395.0,yes,no,cellular,2,90,0,unknown,276.0,no
38,admin.,married,secondary,no,3146.0,yes,no,unknown,6,-1,0,unknown,36.0,no
42,retired,married,secondary,no,1632.0,yes,yes,cellular,2,60,0,unknown,211.0,no
65,technician,single,primary,no,1722.0,no,yes,unknown,4,-1,1,unknown,396.0,no
68,technician,single,tertiary,no,2836.0,no,no,cellular,1,30,1,unknown,167.0,no
18,technician,married,tertiary,no,1227.0,no,no,cellular,5,365,1,unknown,112.0,no
41,technician,married,secondary,no,-280.0,no,no,telephone,3,-1,0,unknown,192.0,no
70,services,married,tertiary,no,1122.0,yes,no,unknown,3,60,2,failure,138.0,no
50,unemployed,married,primary,no,3402.0,yes,no,unknown,3,30,0,success,162.0,no
30,admin.,married,primary,no,4807.0,no,no,cellular,2,-1,0,unknown,43.0,no
54,technician,married,primary,no,-500.0,no,no,telephone,2,30,1,unknown,151.0,no
26,technician,married,tertiary,no,4347.0,yes,no,cellular,3,-1,0,failure,189.0,no
19,technician,single,secondary,no,740.0,yes,no,cellular,2,30,0,unknown,190.0,no
57,management,married,primary,no,1437.0,no,no,cellular,3,-1,0,unknown,740.0,no
49,technician,divorced,secondary,no,4460.0,yes,no,unknown,4,-1,0,unknown,72.0,no
64,blue-collar,married,secondary,no,663.0,yes,no,cellular,1,-1,0,unknown,242.0,no
39,self-employed,single,secondary,no,906.0,no,no,cellular,3,-1,0,unknown,54.0,no
70,blue-collar,married,secondary,no,243.0,yes,no,unknown,3,-1,0,unknown,64.0,no
44,self-employed,single,tertiary,no,1468.0,yes,no,cellular,3,-1,0,failure,155.0,no
63,services,divorced,tertiary,no,1961.0,yes,no,cellular,7,365,0,unknown,340.0,no
24,blue-collar,married,secondary,no,163.0,yes,yes,cellular,4,-1,1,unknown,105.0,no
24,blue-collar,married,tertiary,no,4011.0,no,no,cellular,3,365,2,unknown,87.0,no
66,blue-collar,divorced,tertiary,no,55.0,yes,no,telephone,2,30,0,unknown,157.0,yes
69,services,divorced,tertiary,no,2297.0,yes,no,cellular,3,-1,0,failure,165.0,no
76,services,divorced,primary,no,1448.0,yes,no,cellular,2,-1,0,unknown,457.0,no
38,services,married,tertiary,no,3639.0,no,no,unknown,2,-1,2,unknown,149.0,no
19,blue-collar,married,secondary,no,-47.0,yes,no,cellular,5,-1,1,unknown,49.0,no
78,technician,married,primary,no,2431.0,yes,no,telephone,4,60,0,unknown,202.0,no
55,services,single,tertiary,no,5758.0,yes,no,unknown,4,30,0,unknown,43.0,no
33,admin.,married,secondary,no,-500.0,yes,no,cellular,3,-1,2,unknown,343.0,no
65,blue-collar,married,tertiary,no,-221.0,yes,no,cellular,4,30,1,unknown,207.0,no
74,management,married,secondary,no,5151.0,yes,no,telephone,2,-1,0,success,402.0,no
35,blue-collar,married,secondary,no,1159.0,yes,no,telephone,5,-1,0,unknown,187.0,no
65,blue-collar,single,primary,no,1604.0,no,no,cellular,5,-1,0,unknown,74.0,no
66,blue-collar,married,tertiary,no,802.0,no,no,telephone,5,-1,2,success,395.0,no
49,admin.,single,primary,no,4378.0,no,no,unknown,5,180,0,unknown,58.0,no
57,admin.,married,tertiary,no,-500.0,no,no,cellular,1,-1,3,unknown,289.0,no
34,blue-collar,married,tertiary,no,3627.0,no,no,cellular,5,120,0,unknown,22.0,no
75,technician,married,primary,no,-500.0,yes,no,telephone,4,-1,1,failure,93.0,no
78,retired,married,secondary,no,-500.0,yes,no,cellular,2,-1,1,unknown,387.0,no
78,housemaid,married,tertiary,no,-500.0,yes,no,cellular,4,-1,0,unknown,512.0,no
63,services,single,tertiary,no,1170.0,yes,no,cellular,5,120,0,success,168.0,no
20,retired,married,primary,no,114.0,no,yes,cellular,4,-1,0,unknown,56.0,yes
40,blue-collar,married,secondary,no,7.0,no,no,cellular,4,-1,2,unknown,313.0,no
45,blue-collar,single,primary,no,-270.0,no,no,telephone,5,-1,0,unknown,257.0,no
77,blue-collar,married,tertiary,no,-239.0,yes,no,unknown,3,-1,3,unknown,116.0,no
51,self-employed,married,secondary,no,-279.0,no,no,unknown,7,-1,1,failure,278.0,no
51,management,married,primary,no,1823.0,no,no,cellular,1,365,0,success,107.0,no
27,entrepreneur,married,secondary,no,255.0,no,no,telephone,6,-1,0,unknown,57.0,no
67,retired,married,tertiary,yes,-500.0,yes,no,cellular,3,-1,0,unknown,205.0,no
38,technician,married,secondary,no,1333.0,yes,no,cellular,6,30,0,success,208.0,no
23,blue-collar,married,tertiary,no,2749.0,no,no,cellular,5,-1,0,unknown,190.0,no
79,retired,married,primary,no,898.0,no,no,cellular,3,-1,0,other,315.0,no
29,management,single,secondary,no,-500.0,no,no,cellular,2,-1,0,unknown,349.0,no
19,services,single,secondary,no,2741.0,yes,no,unknown,5,-1,0,failure,229.0,no
22,services,married,tertiary,no,-500.0,no,no,cellular,2,-1,0,unknown,39.0,no
46,services,married,tertiary,no,822.0,no,no,telephone,1,-1,1,unknown,52.0,yes
24,blue-collar,single,primary,no,1361.0,no,no,cellular,2,-1,0,unknown,101.0,yes
70,management,married,secondary,no,3342.0,yes,no,cellular,4,-1,0,failure,175.0,no
49,technician,single,primary,no,2440.0,no,no,telephone,3,60,1,unknown,332.0,yes
38,entrepreneur,married,secondary,no,1829.0,yes,no,unknown,8,-1,0,success,341.0,yes
18,unemployed,married,tertiary,no,3075.0,yes,no,cellular,5,120,1,unknown,74.0,no
47,blue-collar,married,secondary,no,-500.0,yes,yes,cellular,3,-1,0,success,184.0,no
27,management,single,tertiary,no,4244.0,no,yes,cellular,4,-1,3,unknown,158.0,no
